"Time (s) Run #1";"Temperature 1 (°C) Run #1";"Temperature 2 (°C) Run #1";"Temperature 3 (°C) Run #1";"Time (s) Run #2";"Temperature 1 (°C) Run #2";"Temperature 2 (°C) Run #2";"Temperature 3 (°C) Run #2";"Time (s) Run #3";"Temperature 1 (°C) Run #3";"Temperature 2 (°C) Run #3";"Temperature 3 (°C) Run #3"
2653,800;57,46;51,13;49,07;;;;;;;;
2653,850;57,46;51,13;49,08;;;;;;;;
2653,900;57,46;51,13;49,07;;;;;;;;
2653,950;57,46;51,13;49,08;;;;;;;;
2654,000;57,46;51,13;49,07;;;;;;;;
2654,050;57,46;51,13;49,07;;;;;;;;
2654,100;57,46;51,13;49,08;;;;;;;;
2654,150;57,46;51,13;49,07;;;;;;;;
2654,200;57,46;51,13;49,08;;;;;;;;
2654,250;57,46;51,13;49,07;;;;;;;;
2654,300;57,46;51,13;49,07;;;;;;;;
2654,350;57,46;51,13;49,07;;;;;;;;
2654,400;57,46;51,13;49,07;;;;;;;;
2654,450;57,46;51,13;49,07;;;;;;;;
2654,500;57,46;51,13;49,07;;;;;;;;
2654,550;57,46;51,13;49,07;;;;;;;;
2654,600;57,46;51,13;49,07;;;;;;;;
2654,650;57,46;51,12;49,07;;;;;;;;
2654,700;57,46;51,13;49,07;;;;;;;;
2654,750;57,46;51,13;49,07;;;;;;;;
2654,800;57,46;51,13;49,07;;;;;;;;
2654,850;57,46;51,13;49,07;;;;;;;;
2654,900;57,46;51,13;49,07;;;;;;;;
2654,950;57,46;51,13;49,07;;;;;;;;
2655,000;57,46;51,13;49,07;;;;;;;;
2655,050;57,46;51,13;49,07;;;;;;;;
2655,100;57,46;51,13;49,07;;;;;;;;
2655,150;57,46;51,13;49,07;;;;;;;;
2655,200;57,46;51,12;49,07;;;;;;;;
2655,250;57,46;51,13;49,07;;;;;;;;
2655,300;57,46;51,12;49,07;;;;;;;;
2655,350;57,46;51,13;49,07;;;;;;;;
2655,400;57,46;51,13;49,07;;;;;;;;
2655,450;57,46;51,12;49,07;;;;;;;;
2655,500;57,46;51,12;49,07;;;;;;;;
2655,550;57,45;51,12;49,06;;;;;;;;
2655,600;57,45;51,12;49,07;;;;;;;;
2655,650;57,46;51,12;49,07;;;;;;;;
2655,700;57,46;51,12;49,07;;;;;;;;
2655,750;57,46;51,12;49,07;;;;;;;;
2655,800;57,46;51,13;49,06;;;;;;;;
2655,850;57,46;51,12;49,07;;;;;;;;
2655,900;57,45;51,12;49,06;;;;;;;;
2655,950;57,46;51,12;49,06;;;;;;;;
2656,000;57,46;51,12;49,07;;;;;;;;
2656,050;57,45;51,12;49,07;;;;;;;;
2656,100;57,46;51,12;49,07;;;;;;;;
2656,150;57,45;51,12;49,06;;;;;;;;
2656,200;57,45;51,12;49,06;;;;;;;;
2656,250;57,45;51,12;49,06;;;;;;;;
2656,300;57,45;51,12;49,06;;;;;;;;
2656,350;57,45;51,12;49,06;;;;;;;;
2656,400;57,46;51,12;49,07;;;;;;;;
2656,450;57,45;51,12;49,06;;;;;;;;
2656,500;57,45;51,12;49,06;;;;;;;;
2656,550;57,45;51,12;49,06;;;;;;;;
2656,600;57,45;51,12;49,06;;;;;;;;
2656,650;57,45;51,12;49,06;;;;;;;;
2656,700;57,45;51,12;49,06;;;;;;;;
2656,750;57,45;51,12;49,06;;;;;;;;
2656,800;57,45;51,12;49,06;;;;;;;;
2656,850;57,45;51,12;49,06;;;;;;;;
2656,900;57,45;51,12;49,06;;;;;;;;
2656,950;57,45;51,12;49,06;;;;;;;;
2657,000;57,45;51,12;49,06;;;;;;;;
2657,050;57,45;51,12;49,06;;;;;;;;
2657,100;57,45;51,12;49,06;;;;;;;;
2657,150;57,45;51,12;49,06;;;;;;;;
2657,200;57,45;51,11;49,06;;;;;;;;
2657,250;57,45;51,12;49,06;;;;;;;;
2657,300;57,45;51,12;49,06;;;;;;;;
2657,350;57,45;51,12;49,06;;;;;;;;
2657,400;57,45;51,12;49,06;;;;;;;;
2657,450;57,45;51,12;49,06;;;;;;;;
2657,500;57,45;51,12;49,06;;;;;;;;
2657,550;57,45;51,12;49,06;;;;;;;;
2657,600;57,45;51,12;49,06;;;;;;;;
2657,650;57,45;51,11;49,06;;;;;;;;
2657,700;57,45;51,12;49,06;;;;;;;;
2657,750;57,45;51,12;49,06;;;;;;;;
2657,800;57,45;51,11;49,06;;;;;;;;
2657,850;57,45;51,12;49,06;;;;;;;;
2657,900;57,45;51,12;49,06;;;;;;;;
2657,950;57,45;51,12;49,06;;;;;;;;
2658,000;57,45;51,11;49,06;;;;;;;;
2658,050;57,45;51,11;49,05;;;;;;;;
2658,100;57,45;51,12;49,06;;;;;;;;
2658,150;57,45;51,11;49,06;;;;;;;;
2658,200;57,45;51,11;49,06;;;;;;;;
2658,250;57,45;51,11;49,06;;;;;;;;
2658,300;57,45;51,11;49,06;;;;;;;;
2658,350;57,45;51,12;49,05;;;;;;;;
2658,400;57,45;51,11;49,05;;;;;;;;
2658,450;57,45;51,11;49,05;;;;;;;;
2658,500;57,45;51,11;49,05;;;;;;;;
2658,550;57,45;51,11;49,05;;;;;;;;
2658,600;57,45;51,11;49,05;;;;;;;;
2658,650;57,45;51,11;49,05;;;;;;;;
2658,700;57,45;51,11;49,05;;;;;;;;
2658,750;57,45;51,11;49,05;;;;;;;;
2658,800;57,45;51,11;49,05;;;;;;;;
2658,850;57,45;51,11;49,05;;;;;;;;
2658,900;57,45;51,11;49,05;;;;;;;;
2658,950;57,45;51,11;49,05;;;;;;;;
2659,000;57,45;51,11;49,05;;;;;;;;
2659,050;57,45;51,11;49,05;;;;;;;;
2659,100;57,45;51,11;49,05;;;;;;;;
2659,150;57,45;51,11;49,05;;;;;;;;
2659,200;57,45;51,11;49,05;;;;;;;;
2659,250;57,45;51,11;49,05;;;;;;;;
2659,300;57,45;51,11;49,05;;;;;;;;
2659,350;57,45;51,10;49,05;;;;;;;;
2659,400;57,45;51,11;49,05;;;;;;;;
2659,450;57,45;51,11;49,05;;;;;;;;
2659,500;57,44;51,11;49,05;;;;;;;;
2659,550;57,44;51,10;49,05;;;;;;;;
2659,600;57,45;51,11;49,05;;;;;;;;
2659,650;57,45;51,11;49,05;;;;;;;;
2659,700;57,45;51,10;49,05;;;;;;;;
2659,750;57,45;51,10;49,05;;;;;;;;
2659,800;57,45;51,10;49,05;;;;;;;;
2659,850;57,45;51,10;49,05;;;;;;;;
2659,900;57,45;51,10;49,05;;;;;;;;
2659,950;57,45;51,11;49,05;;;;;;;;
2660,000;57,44;51,10;49,05;;;;;;;;
2660,050;57,44;51,11;49,05;;;;;;;;
2660,100;57,45;51,11;49,05;;;;;;;;
2660,150;57,45;51,10;49,05;;;;;;;;
2660,200;57,45;51,10;49,05;;;;;;;;
2660,250;57,45;51,10;49,04;;;;;;;;
2660,300;57,45;51,10;49,04;;;;;;;;
2660,350;57,45;51,10;49,04;;;;;;;;
2660,400;57,44;51,10;49,05;;;;;;;;
2660,450;57,44;51,10;49,04;;;;;;;;
2660,500;57,45;51,10;49,04;;;;;;;;
2660,550;57,45;51,10;49,04;;;;;;;;
2660,600;57,44;51,11;49,04;;;;;;;;
2660,650;57,44;51,10;49,04;;;;;;;;
2660,700;57,44;51,10;49,04;;;;;;;;
2660,750;57,44;51,10;49,04;;;;;;;;
2660,800;57,44;51,10;49,04;;;;;;;;
2660,850;57,45;51,10;49,04;;;;;;;;
2660,900;57,44;51,10;49,04;;;;;;;;
2660,950;57,44;51,10;49,04;;;;;;;;
2661,000;57,44;51,10;49,04;;;;;;;;
2661,050;57,45;51,10;49,04;;;;;;;;
2661,100;57,45;51,10;49,04;;;;;;;;
2661,150;57,44;51,10;49,04;;;;;;;;
2661,200;57,45;51,10;49,04;;;;;;;;
2661,250;57,45;51,10;49,04;;;;;;;;
2661,300;57,44;51,10;49,04;;;;;;;;
2661,350;57,44;51,10;49,04;;;;;;;;
2661,400;57,44;51,10;49,04;;;;;;;;
2661,450;57,44;51,10;49,04;;;;;;;;
2661,500;57,44;51,10;49,04;;;;;;;;
2661,550;57,44;51,10;49,03;;;;;;;;
2661,600;57,44;51,10;49,04;;;;;;;;
2661,650;57,44;51,10;49,04;;;;;;;;
2661,700;57,44;51,10;49,03;;;;;;;;
2661,750;57,44;51,10;49,04;;;;;;;;
2661,800;57,44;51,10;49,04;;;;;;;;
2661,850;57,44;51,10;49,04;;;;;;;;
2661,900;57,44;51,10;49,04;;;;;;;;
2661,950;57,44;51,10;49,04;;;;;;;;
2662,000;57,44;51,10;49,04;;;;;;;;
2662,050;57,44;51,10;49,03;;;;;;;;
2662,100;57,44;51,10;49,03;;;;;;;;
2662,150;57,44;51,10;49,03;;;;;;;;
2662,200;57,44;51,10;49,03;;;;;;;;
2662,250;57,44;51,10;49,03;;;;;;;;
2662,300;57,44;51,10;49,03;;;;;;;;
2662,350;57,44;51,10;49,03;;;;;;;;
2662,400;57,44;51,10;49,03;;;;;;;;
2662,450;57,44;51,10;49,03;;;;;;;;
2662,500;57,44;51,10;49,03;;;;;;;;
2662,550;57,44;51,10;49,03;;;;;;;;
2662,600;57,44;51,10;49,03;;;;;;;;
2662,650;57,44;51,10;49,03;;;;;;;;
2662,700;57,44;51,10;49,03;;;;;;;;
2662,750;57,44;51,10;49,03;;;;;;;;
2662,800;57,44;51,10;49,03;;;;;;;;
2662,850;57,44;51,10;49,03;;;;;;;;
2662,900;57,44;51,10;49,03;;;;;;;;
2662,950;57,44;51,10;49,03;;;;;;;;
2663,000;57,44;51,10;49,03;;;;;;;;
2663,050;57,44;51,10;49,03;;;;;;;;
2663,100;57,44;51,10;49,03;;;;;;;;
2663,150;57,44;51,10;49,03;;;;;;;;
2663,200;57,44;51,10;49,03;;;;;;;;
2663,250;57,43;51,10;49,03;;;;;;;;
2663,300;57,44;51,10;49,03;;;;;;;;
2663,350;57,43;51,10;49,03;;;;;;;;
2663,400;57,43;51,10;49,02;;;;;;;;
2663,450;57,43;51,10;49,02;;;;;;;;
2663,500;57,44;51,10;49,03;;;;;;;;
2663,550;57,44;51,10;49,03;;;;;;;;
2663,600;57,43;51,11;49,02;;;;;;;;
2663,650;57,44;51,10;49,02;;;;;;;;
2663,700;57,43;51,10;49,02;;;;;;;;
2663,750;57,44;51,10;49,02;;;;;;;;
2663,800;57,44;51,10;49,02;;;;;;;;
2663,850;57,43;51,10;49,02;;;;;;;;
2663,900;57,43;51,10;49,02;;;;;;;;
2663,950;57,43;51,10;49,02;;;;;;;;
2664,000;57,43;51,10;49,02;;;;;;;;
2664,050;57,43;51,10;49,02;;;;;;;;
2664,100;57,43;51,10;49,02;;;;;;;;
2664,150;57,43;51,10;49,02;;;;;;;;
2664,200;57,43;51,11;49,02;;;;;;;;
2664,250;57,43;51,10;49,02;;;;;;;;
2664,300;57,43;51,10;49,02;;;;;;;;
2664,350;57,43;51,10;49,02;;;;;;;;
2664,400;57,43;51,11;49,02;;;;;;;;
2664,450;57,43;51,10;49,02;;;;;;;;
2664,500;57,43;51,10;49,02;;;;;;;;
2664,550;57,43;51,10;49,02;;;;;;;;
2664,600;57,43;51,11;49,02;;;;;;;;
2664,650;57,43;51,10;49,02;;;;;;;;
2664,700;57,43;51,11;49,02;;;;;;;;
2664,750;57,43;51,11;49,02;;;;;;;;
2664,800;57,43;51,10;49,01;;;;;;;;
2664,850;57,43;51,11;49,02;;;;;;;;
2664,900;57,43;51,11;49,02;;;;;;;;
2664,950;57,43;51,11;49,02;;;;;;;;
2665,000;57,43;51,11;49,02;;;;;;;;
2665,050;57,43;51,11;49,02;;;;;;;;
2665,100;57,43;51,11;49,02;;;;;;;;
2665,150;57,43;51,10;49,02;;;;;;;;
2665,200;57,43;51,10;49,02;;;;;;;;
2665,250;57,42;51,11;49,02;;;;;;;;
2665,300;57,43;51,10;49,02;;;;;;;;
2665,350;57,43;51,11;49,02;;;;;;;;
2665,400;57,43;51,11;49,02;;;;;;;;
2665,450;57,43;51,11;49,01;;;;;;;;
2665,500;57,43;51,11;49,01;;;;;;;;
2665,550;57,42;51,11;49,01;;;;;;;;
2665,600;57,43;51,11;49,01;;;;;;;;
2665,650;57,42;51,11;49,01;;;;;;;;
2665,700;57,42;51,11;49,01;;;;;;;;
2665,750;57,42;51,11;49,01;;;;;;;;
2665,800;57,42;51,11;49,01;;;;;;;;
2665,850;57,42;51,10;49,02;;;;;;;;
2665,900;57,42;51,11;49,01;;;;;;;;
2665,950;57,42;51,11;49,01;;;;;;;;
2666,000;57,42;51,11;49,01;;;;;;;;
2666,050;57,42;51,11;49,01;;;;;;;;
2666,100;57,42;51,11;49,01;;;;;;;;
2666,150;57,42;51,11;49,01;;;;;;;;
2666,200;57,42;51,11;49,01;;;;;;;;
2666,250;57,42;51,11;49,01;;;;;;;;
2666,300;57,42;51,11;49,01;;;;;;;;
2666,350;57,42;51,11;49,01;;;;;;;;
2666,400;57,42;51,11;49,01;;;;;;;;
2666,450;57,42;51,11;49,01;;;;;;;;
2666,500;57,42;51,11;49,01;;;;;;;;
2666,550;57,42;51,11;49,01;;;;;;;;
2666,600;57,42;51,11;49,01;;;;;;;;
2666,650;57,42;51,11;49,01;;;;;;;;
2666,700;57,42;51,11;49,01;;;;;;;;
2666,750;57,42;51,11;49,00;;;;;;;;
2666,800;57,42;51,11;49,01;;;;;;;;
2666,850;57,42;51,11;49,01;;;;;;;;
2666,900;57,42;51,11;49,01;;;;;;;;
2666,950;57,42;51,11;49,01;;;;;;;;
2667,000;57,42;51,11;49,01;;;;;;;;
2667,050;57,42;51,11;49,01;;;;;;;;
2667,100;57,41;51,11;49,00;;;;;;;;
2667,150;57,42;51,11;49,01;;;;;;;;
2667,200;57,42;51,11;49,00;;;;;;;;
2667,250;57,41;51,11;49,01;;;;;;;;
2667,300;57,41;51,11;49,00;;;;;;;;
2667,350;57,42;51,12;49,00;;;;;;;;
2667,400;57,41;51,11;49,00;;;;;;;;
2667,450;57,41;51,12;49,00;;;;;;;;
2667,500;57,41;51,11;49,01;;;;;;;;
2667,550;57,41;51,11;49,00;;;;;;;;
2667,600;57,41;51,11;49,00;;;;;;;;
2667,650;57,41;51,11;49,00;;;;;;;;
2667,700;57,41;51,12;49,00;;;;;;;;
2667,750;57,41;51,11;49,00;;;;;;;;
2667,800;57,41;51,11;49,00;;;;;;;;
2667,850;57,41;51,11;49,00;;;;;;;;
2667,900;57,41;51,12;49,00;;;;;;;;
2667,950;57,41;51,11;49,00;;;;;;;;
2668,000;57,41;51,11;49,00;;;;;;;;
2668,050;57,41;51,12;49,00;;;;;;;;
2668,100;57,41;51,11;49,00;;;;;;;;
2668,150;57,41;51,12;49,00;;;;;;;;
2668,200;57,41;51,12;49,00;;;;;;;;
2668,250;57,41;51,11;49,00;;;;;;;;
2668,300;57,41;51,12;49,00;;;;;;;;
2668,350;57,41;51,11;49,00;;;;;;;;
2668,400;57,41;51,12;49,00;;;;;;;;
2668,450;57,41;51,12;49,00;;;;;;;;
2668,500;57,41;51,11;49,00;;;;;;;;
2668,550;57,41;51,11;48,99;;;;;;;;
2668,600;57,41;51,12;49,00;;;;;;;;
2668,650;57,41;51,11;49,00;;;;;;;;
2668,700;57,41;51,11;48,99;;;;;;;;
2668,750;57,41;51,12;48,99;;;;;;;;
2668,800;57,41;51,11;49,00;;;;;;;;
2668,850;57,41;51,11;48,99;;;;;;;;
2668,900;57,41;51,12;49,00;;;;;;;;
2668,950;57,41;51,12;48,99;;;;;;;;
2669,000;57,41;51,11;48,99;;;;;;;;
2669,050;57,40;51,12;48,99;;;;;;;;
2669,100;57,40;51,12;48,99;;;;;;;;
2669,150;57,40;51,11;48,99;;;;;;;;
2669,200;57,40;51,11;48,99;;;;;;;;
2669,250;57,41;51,12;48,99;;;;;;;;
2669,300;57,41;51,11;48,99;;;;;;;;
2669,350;57,40;51,12;48,99;;;;;;;;
2669,400;57,40;51,12;48,99;;;;;;;;
2669,450;57,41;51,11;48,99;;;;;;;;
2669,500;57,41;51,11;48,99;;;;;;;;
2669,550;57,40;51,11;48,99;;;;;;;;
2669,600;57,40;51,12;48,99;;;;;;;;
2669,650;57,40;51,12;48,99;;;;;;;;
2669,700;57,40;51,12;48,99;;;;;;;;
2669,750;57,40;51,12;48,99;;;;;;;;
2669,800;57,40;51,12;48,99;;;;;;;;
2669,850;57,40;51,12;48,99;;;;;;;;
2669,900;57,40;51,12;48,98;;;;;;;;
2669,950;57,40;51,11;48,99;;;;;;;;
2670,000;57,40;51,11;48,99;;;;;;;;
2670,050;57,40;51,12;48,99;;;;;;;;
2670,100;57,40;51,12;48,99;;;;;;;;
2670,150;57,40;51,12;48,99;;;;;;;;
2670,200;57,40;51,12;48,99;;;;;;;;
2670,250;57,40;51,12;48,99;;;;;;;;
2670,300;57,40;51,12;48,98;;;;;;;;
2670,350;57,40;51,11;48,98;;;;;;;;
2670,400;57,40;51,11;48,98;;;;;;;;
2670,450;57,40;51,11;48,99;;;;;;;;
2670,500;57,40;51,11;48,99;;;;;;;;
2670,550;57,40;51,11;48,99;;;;;;;;
2670,600;57,40;51,11;48,98;;;;;;;;
2670,650;57,40;51,11;48,98;;;;;;;;
2670,700;57,40;51,11;48,98;;;;;;;;
2670,750;57,39;51,12;48,98;;;;;;;;
2670,800;57,40;51,11;48,98;;;;;;;;
2670,850;57,40;51,11;48,98;;;;;;;;
2670,900;57,39;51,11;48,98;;;;;;;;
2670,950;57,40;51,11;48,98;;;;;;;;
2671,000;57,40;51,11;48,98;;;;;;;;
2671,050;57,39;51,11;48,98;;;;;;;;
2671,100;57,39;51,11;48,98;;;;;;;;
2671,150;57,39;51,11;48,99;;;;;;;;
2671,200;57,40;51,11;48,98;;;;;;;;
2671,250;57,39;51,11;48,98;;;;;;;;
2671,300;57,39;51,11;48,98;;;;;;;;
2671,350;57,39;51,11;48,98;;;;;;;;
2671,400;57,39;51,11;48,98;;;;;;;;
2671,450;57,39;51,11;48,98;;;;;;;;
2671,500;57,39;51,11;48,98;;;;;;;;
2671,550;57,39;51,11;48,98;;;;;;;;
2671,600;57,39;51,11;48,98;;;;;;;;
2671,650;57,39;51,11;48,98;;;;;;;;
2671,700;57,39;51,11;48,98;;;;;;;;
2671,750;57,39;51,11;48,98;;;;;;;;
2671,800;57,39;51,11;48,98;;;;;;;;
2671,850;57,39;51,11;48,98;;;;;;;;
2671,900;57,39;51,11;48,98;;;;;;;;
2671,950;57,39;51,11;48,98;;;;;;;;
2672,000;57,39;51,11;48,98;;;;;;;;
2672,050;57,39;51,11;48,98;;;;;;;;
2672,100;57,39;51,11;48,98;;;;;;;;
2672,150;57,39;51,11;48,98;;;;;;;;
2672,200;57,39;51,11;48,98;;;;;;;;
2672,250;57,39;51,11;48,97;;;;;;;;
2672,300;57,39;51,11;48,97;;;;;;;;
2672,350;57,39;51,11;48,97;;;;;;;;
2672,400;57,39;51,11;48,98;;;;;;;;
2672,450;57,39;51,11;48,98;;;;;;;;
2672,500;57,39;51,11;48,98;;;;;;;;
2672,550;57,39;51,11;48,98;;;;;;;;
2672,600;57,39;51,11;48,98;;;;;;;;
2672,650;57,39;51,11;48,97;;;;;;;;
2672,700;57,39;51,11;48,98;;;;;;;;
2672,750;57,39;51,11;48,97;;;;;;;;
2672,800;57,39;51,10;48,98;;;;;;;;
2672,850;57,38;51,11;48,97;;;;;;;;
2672,900;57,39;51,11;48,97;;;;;;;;
2672,950;57,38;51,10;48,97;;;;;;;;
2673,000;57,38;51,11;48,97;;;;;;;;
2673,050;57,38;51,11;48,97;;;;;;;;
2673,100;57,38;51,11;48,97;;;;;;;;
2673,150;57,38;51,11;48,97;;;;;;;;
2673,200;57,38;51,11;48,97;;;;;;;;
2673,250;57,39;51,10;48,97;;;;;;;;
2673,300;57,38;51,11;48,97;;;;;;;;
2673,350;57,38;51,10;48,97;;;;;;;;
2673,400;57,38;51,10;48,97;;;;;;;;
2673,450;57,38;51,10;48,97;;;;;;;;
2673,500;57,38;51,11;48,97;;;;;;;;
2673,550;57,38;51,10;48,97;;;;;;;;
2673,600;57,38;51,10;48,97;;;;;;;;
2673,650;57,38;51,10;48,97;;;;;;;;
2673,700;57,38;51,10;48,97;;;;;;;;
2673,750;57,38;51,10;48,97;;;;;;;;
2673,800;57,38;51,10;48,97;;;;;;;;
2673,850;57,38;51,10;48,97;;;;;;;;
2673,900;57,38;51,10;48,97;;;;;;;;
2673,950;57,38;51,10;48,97;;;;;;;;
2674,000;57,38;51,10;48,97;;;;;;;;
2674,050;57,38;51,10;48,97;;;;;;;;
2674,100;57,38;51,10;48,97;;;;;;;;
2674,150;57,38;51,10;48,97;;;;;;;;
2674,200;57,38;51,10;48,97;;;;;;;;
2674,250;57,38;51,10;48,97;;;;;;;;
2674,300;57,38;51,10;48,96;;;;;;;;
2674,350;57,38;51,10;48,96;;;;;;;;
2674,400;57,38;51,10;48,96;;;;;;;;
2674,450;57,38;51,10;48,97;;;;;;;;
2674,500;57,38;51,10;48,97;;;;;;;;
2674,550;57,37;51,10;48,97;;;;;;;;
2674,600;57,38;51,10;48,96;;;;;;;;
2674,650;57,38;51,10;48,97;;;;;;;;
2674,700;57,38;51,10;48,96;;;;;;;;
2674,750;57,37;51,10;48,96;;;;;;;;
2674,800;57,37;51,10;48,96;;;;;;;;
2674,850;57,37;51,10;48,97;;;;;;;;
2674,900;57,38;51,10;48,96;;;;;;;;
2674,950;57,38;51,10;48,96;;;;;;;;
2675,000;57,38;51,10;48,96;;;;;;;;
2675,050;57,38;51,10;48,96;;;;;;;;
2675,100;57,37;51,10;48,96;;;;;;;;
2675,150;57,37;51,10;48,96;;;;;;;;
2675,200;57,37;51,10;48,96;;;;;;;;
2675,250;57,37;51,10;48,96;;;;;;;;
2675,300;57,37;51,09;48,96;;;;;;;;
2675,350;57,37;51,10;48,96;;;;;;;;
2675,400;57,37;51,10;48,96;;;;;;;;
2675,450;57,37;51,10;48,96;;;;;;;;
2675,500;57,37;51,09;48,96;;;;;;;;
2675,550;57,37;51,09;48,96;;;;;;;;
2675,600;57,37;51,09;48,96;;;;;;;;
2675,650;57,37;51,09;48,96;;;;;;;;
2675,700;57,37;51,10;48,96;;;;;;;;
2675,750;57,37;51,09;48,96;;;;;;;;
2675,800;57,37;51,09;48,96;;;;;;;;
2675,850;57,37;51,09;48,96;;;;;;;;
2675,900;57,37;51,09;48,96;;;;;;;;
2675,950;57,37;51,09;48,96;;;;;;;;
2676,000;57,37;51,09;48,96;;;;;;;;
2676,050;57,37;51,09;48,96;;;;;;;;
2676,100;57,37;51,09;48,96;;;;;;;;
2676,150;57,37;51,09;48,96;;;;;;;;
2676,200;57,37;51,09;48,96;;;;;;;;
2676,250;57,37;51,09;48,96;;;;;;;;
2676,300;57,37;51,10;48,96;;;;;;;;
2676,350;57,36;51,09;48,96;;;;;;;;
2676,400;57,37;51,09;48,96;;;;;;;;
2676,450;57,37;51,09;48,96;;;;;;;;
2676,500;57,37;51,09;48,95;;;;;;;;
2676,550;57,37;51,09;48,96;;;;;;;;
2676,600;57,37;51,09;48,96;;;;;;;;
2676,650;57,37;51,09;48,96;;;;;;;;
2676,700;57,37;51,09;48,95;;;;;;;;
2676,750;57,37;51,09;48,95;;;;;;;;
2676,800;57,37;51,09;48,95;;;;;;;;
2676,850;57,37;51,09;48,95;;;;;;;;
2676,900;57,37;51,09;48,95;;;;;;;;
2676,950;57,37;51,09;48,95;;;;;;;;
2677,000;57,37;51,09;48,95;;;;;;;;
2677,050;57,37;51,09;48,95;;;;;;;;
2677,100;57,37;51,09;48,95;;;;;;;;
2677,150;57,37;51,09;48,96;;;;;;;;
2677,200;57,37;51,09;48,95;;;;;;;;
2677,250;57,36;51,09;48,95;;;;;;;;
2677,300;57,36;51,09;48,95;;;;;;;;
2677,350;57,36;51,09;48,95;;;;;;;;
2677,400;57,36;51,09;48,95;;;;;;;;
2677,450;57,37;51,09;48,95;;;;;;;;
2677,500;57,36;51,09;48,95;;;;;;;;
2677,550;57,36;51,09;48,95;;;;;;;;
2677,600;57,36;51,09;48,95;;;;;;;;
2677,650;57,36;51,09;48,95;;;;;;;;
2677,700;57,36;51,09;48,95;;;;;;;;
2677,750;57,36;51,09;48,95;;;;;;;;
2677,800;57,36;51,09;48,95;;;;;;;;
2677,850;57,36;51,09;48,95;;;;;;;;
2677,900;57,36;51,08;48,95;;;;;;;;
2677,950;57,36;51,08;48,95;;;;;;;;
2678,000;57,36;51,08;48,95;;;;;;;;
2678,050;57,36;51,08;48,95;;;;;;;;
2678,100;57,36;51,09;48,95;;;;;;;;
2678,150;57,36;51,08;48,95;;;;;;;;
2678,200;57,36;51,08;48,95;;;;;;;;
2678,250;57,36;51,09;48,95;;;;;;;;
2678,300;57,36;51,08;48,95;;;;;;;;
2678,350;57,36;51,08;48,95;;;;;;;;
2678,400;57,36;51,08;48,95;;;;;;;;
2678,450;57,36;51,08;48,94;;;;;;;;
2678,500;57,36;51,08;48,95;;;;;;;;
2678,550;57,36;51,08;48,94;;;;;;;;
2678,600;57,36;51,08;48,95;;;;;;;;
2678,650;57,36;51,08;48,95;;;;;;;;
2678,700;57,36;51,08;48,95;;;;;;;;
2678,750;57,36;51,08;48,95;;;;;;;;
2678,800;57,36;51,08;48,94;;;;;;;;
2678,850;57,36;51,07;48,94;;;;;;;;
2678,900;57,36;51,07;48,94;;;;;;;;
2678,950;57,36;51,07;48,95;;;;;;;;
2679,000;57,36;51,07;48,94;;;;;;;;
2679,050;57,36;51,07;48,94;;;;;;;;
2679,100;57,36;51,07;48,94;;;;;;;;
2679,150;57,36;51,06;48,94;;;;;;;;
2679,200;57,36;51,06;48,94;;;;;;;;
2679,250;57,36;51,05;48,94;;;;;;;;
2679,300;57,36;51,05;48,94;;;;;;;;
2679,350;57,36;51,04;48,94;;;;;;;;
2679,400;57,36;51,04;48,94;;;;;;;;
2679,450;57,35;51,04;48,94;;;;;;;;
2679,500;57,36;51,03;48,94;;;;;;;;
2679,550;57,35;51,03;48,94;;;;;;;;
2679,600;57,35;51,02;48,94;;;;;;;;
2679,650;57,35;51,02;48,94;;;;;;;;
2679,700;57,35;51,02;48,94;;;;;;;;
2679,750;57,35;51,01;48,94;;;;;;;;
2679,800;57,35;51,01;48,94;;;;;;;;
2679,850;57,36;51,01;48,94;;;;;;;;
2679,900;57,36;51,00;48,94;;;;;;;;
2679,950;57,35;51,00;48,94;;;;;;;;
2680,000;57,35;50,99;48,94;;;;;;;;
2680,050;57,35;50,99;48,94;;;;;;;;
2680,100;57,36;50,99;48,94;;;;;;;;
2680,150;57,35;50,99;48,94;;;;;;;;
2680,200;57,35;50,98;48,94;;;;;;;;
2680,250;57,35;50,98;48,94;;;;;;;;
2680,300;57,35;50,98;48,94;;;;;;;;
2680,350;57,35;50,97;48,94;;;;;;;;
2680,400;57,35;50,97;48,94;;;;;;;;
2680,450;57,35;50,97;48,94;;;;;;;;
2680,500;57,35;50,96;48,93;;;;;;;;
2680,550;57,35;50,97;48,94;;;;;;;;
2680,600;57,35;50,96;48,94;;;;;;;;
2680,650;57,35;50,96;48,93;;;;;;;;
2680,700;57,35;50,96;48,94;;;;;;;;
2680,750;57,35;50,96;48,94;;;;;;;;
2680,800;57,36;50,95;48,94;;;;;;;;
2680,850;57,35;50,95;48,93;;;;;;;;
2680,900;57,35;50,95;48,94;;;;;;;;
2680,950;57,35;50,95;48,94;;;;;;;;
2681,000;57,35;50,94;48,93;;;;;;;;
2681,050;57,35;50,94;48,93;;;;;;;;
2681,100;57,35;50,94;48,93;;;;;;;;
2681,150;57,35;50,94;48,93;;;;;;;;
2681,200;57,35;50,94;48,93;;;;;;;;
2681,250;57,35;50,93;48,93;;;;;;;;
2681,300;57,35;50,93;48,93;;;;;;;;
2681,350;57,35;50,93;48,93;;;;;;;;
