"Time (s) Run #1";"Temperature 1 (°C) Run #1";"Temperature 2 (°C) Run #1";"Temperature 3 (°C) Run #1";"Time (s) Run #2";"Temperature 1 (°C) Run #2";"Temperature 2 (°C) Run #2";"Temperature 3 (°C) Run #2";"Time (s) Run #3";"Temperature 1 (°C) Run #3";"Temperature 2 (°C) Run #3";"Temperature 3 (°C) Run #3"
2626,200;57,58;51,31;49,23;;;;;;;;
2626,250;57,59;51,31;49,23;;;;;;;;
2626,300;57,59;51,31;49,23;;;;;;;;
2626,350;57,58;51,31;49,23;;;;;;;;
2626,400;57,58;51,31;49,23;;;;;;;;
2626,450;57,59;51,31;49,23;;;;;;;;
2626,500;57,58;51,31;49,23;;;;;;;;
2626,550;57,58;51,32;49,23;;;;;;;;
2626,600;57,58;51,31;49,23;;;;;;;;
2626,650;57,58;51,31;49,23;;;;;;;;
2626,700;57,58;51,31;49,23;;;;;;;;
2626,750;57,58;51,31;49,23;;;;;;;;
2626,800;57,58;51,31;49,23;;;;;;;;
2626,850;57,58;51,31;49,22;;;;;;;;
2626,900;57,58;51,31;49,23;;;;;;;;
2626,950;57,58;51,31;49,23;;;;;;;;
2627,000;57,58;51,31;49,22;;;;;;;;
2627,050;57,58;51,30;49,22;;;;;;;;
2627,100;57,58;51,31;49,23;;;;;;;;
2627,150;57,58;51,31;49,23;;;;;;;;
2627,200;57,58;51,31;49,22;;;;;;;;
2627,250;57,58;51,31;49,22;;;;;;;;
2627,300;57,58;51,30;49,22;;;;;;;;
2627,350;57,58;51,30;49,22;;;;;;;;
2627,400;57,58;51,30;49,22;;;;;;;;
2627,450;57,58;51,30;49,22;;;;;;;;
2627,500;57,58;51,30;49,22;;;;;;;;
2627,550;57,58;51,30;49,22;;;;;;;;
2627,600;57,58;51,30;49,22;;;;;;;;
2627,650;57,58;51,30;49,22;;;;;;;;
2627,700;57,58;51,30;49,22;;;;;;;;
2627,750;57,58;51,30;49,22;;;;;;;;
2627,800;57,58;51,30;49,22;;;;;;;;
2627,850;57,58;51,30;49,22;;;;;;;;
2627,900;57,58;51,30;49,22;;;;;;;;
2627,950;57,58;51,30;49,22;;;;;;;;
2628,000;57,58;51,30;49,22;;;;;;;;
2628,050;57,58;51,30;49,22;;;;;;;;
2628,100;57,58;51,30;49,22;;;;;;;;
2628,150;57,57;51,30;49,22;;;;;;;;
2628,200;57,58;51,30;49,22;;;;;;;;
2628,250;57,58;51,30;49,22;;;;;;;;
2628,300;57,58;51,30;49,22;;;;;;;;
2628,350;57,57;51,30;49,22;;;;;;;;
2628,400;57,57;51,30;49,22;;;;;;;;
2628,450;57,57;51,30;49,22;;;;;;;;
2628,500;57,58;51,30;49,22;;;;;;;;
2628,550;57,58;51,30;49,22;;;;;;;;
2628,600;57,57;51,30;49,21;;;;;;;;
2628,650;57,57;51,30;49,22;;;;;;;;
2628,700;57,57;51,30;49,21;;;;;;;;
2628,750;57,58;51,30;49,21;;;;;;;;
2628,800;57,57;51,30;49,22;;;;;;;;
2628,850;57,57;51,30;49,21;;;;;;;;
2628,900;57,57;51,30;49,21;;;;;;;;
2628,950;57,57;51,30;49,21;;;;;;;;
2629,000;57,57;51,30;49,21;;;;;;;;
2629,050;57,57;51,29;49,21;;;;;;;;
2629,100;57,57;51,29;49,21;;;;;;;;
2629,150;57,57;51,29;49,21;;;;;;;;
2629,200;57,57;51,29;49,21;;;;;;;;
2629,250;57,57;51,29;49,21;;;;;;;;
2629,300;57,57;51,30;49,21;;;;;;;;
2629,350;57,57;51,29;49,21;;;;;;;;
2629,400;57,57;51,29;49,21;;;;;;;;
2629,450;57,57;51,29;49,21;;;;;;;;
2629,500;57,57;51,29;49,21;;;;;;;;
2629,550;57,57;51,30;49,21;;;;;;;;
2629,600;57,57;51,29;49,21;;;;;;;;
2629,650;57,57;51,29;49,21;;;;;;;;
2629,700;57,57;51,29;49,20;;;;;;;;
2629,750;57,57;51,29;49,21;;;;;;;;
2629,800;57,57;51,29;49,21;;;;;;;;
2629,850;57,57;51,29;49,21;;;;;;;;
2629,900;57,57;51,29;49,21;;;;;;;;
2629,950;57,57;51,29;49,21;;;;;;;;
2630,000;57,57;51,29;49,21;;;;;;;;
2630,050;57,57;51,29;49,21;;;;;;;;
2630,100;57,57;51,29;49,21;;;;;;;;
2630,150;57,57;51,29;49,20;;;;;;;;
2630,200;57,57;51,29;49,20;;;;;;;;
2630,250;57,57;51,29;49,20;;;;;;;;
2630,300;57,57;51,29;49,21;;;;;;;;
2630,350;57,57;51,29;49,21;;;;;;;;
2630,400;57,57;51,28;49,21;;;;;;;;
2630,450;57,57;51,28;49,21;;;;;;;;
2630,500;57,57;51,29;49,20;;;;;;;;
2630,550;57,57;51,29;49,20;;;;;;;;
2630,600;57,57;51,28;49,20;;;;;;;;
2630,650;57,57;51,28;49,20;;;;;;;;
2630,700;57,57;51,28;49,20;;;;;;;;
2630,750;57,57;51,28;49,20;;;;;;;;
2630,800;57,56;51,28;49,20;;;;;;;;
2630,850;57,57;51,28;49,20;;;;;;;;
2630,900;57,57;51,28;49,20;;;;;;;;
2630,950;57,57;51,28;49,20;;;;;;;;
2631,000;57,57;51,28;49,20;;;;;;;;
2631,050;57,57;51,28;49,20;;;;;;;;
2631,100;57,57;51,28;49,20;;;;;;;;
2631,150;57,57;51,28;49,20;;;;;;;;
2631,200;57,57;51,28;49,20;;;;;;;;
2631,250;57,57;51,28;49,20;;;;;;;;
2631,300;57,57;51,28;49,20;;;;;;;;
2631,350;57,56;51,28;49,20;;;;;;;;
2631,400;57,57;51,28;49,20;;;;;;;;
2631,450;57,56;51,28;49,20;;;;;;;;
2631,500;57,56;51,27;49,20;;;;;;;;
2631,550;57,57;51,28;49,20;;;;;;;;
2631,600;57,56;51,28;49,20;;;;;;;;
2631,650;57,56;51,27;49,20;;;;;;;;
2631,700;57,56;51,28;49,20;;;;;;;;
2631,750;57,56;51,28;49,19;;;;;;;;
2631,800;57,56;51,27;49,20;;;;;;;;
2631,850;57,56;51,28;49,20;;;;;;;;
2631,900;57,56;51,27;49,20;;;;;;;;
2631,950;57,56;51,27;49,20;;;;;;;;
2632,000;57,56;51,27;49,19;;;;;;;;
2632,050;57,56;51,27;49,19;;;;;;;;
2632,100;57,56;51,27;49,19;;;;;;;;
2632,150;57,56;51,27;49,19;;;;;;;;
2632,200;57,56;51,27;49,19;;;;;;;;
2632,250;57,56;51,27;49,19;;;;;;;;
2632,300;57,56;51,27;49,19;;;;;;;;
2632,350;57,56;51,27;49,19;;;;;;;;
2632,400;57,56;51,27;49,19;;;;;;;;
2632,450;57,56;51,27;49,19;;;;;;;;
2632,500;57,56;51,27;49,19;;;;;;;;
2632,550;57,56;51,27;49,19;;;;;;;;
2632,600;57,56;51,26;49,19;;;;;;;;
2632,650;57,56;51,27;49,19;;;;;;;;
2632,700;57,56;51,27;49,19;;;;;;;;
2632,750;57,56;51,27;49,18;;;;;;;;
2632,800;57,56;51,26;49,19;;;;;;;;
2632,850;57,56;51,26;49,19;;;;;;;;
2632,900;57,56;51,26;49,19;;;;;;;;
2632,950;57,56;51,26;49,19;;;;;;;;
2633,000;57,56;51,26;49,19;;;;;;;;
2633,050;57,56;51,26;49,19;;;;;;;;
2633,100;57,56;51,26;49,18;;;;;;;;
2633,150;57,56;51,26;49,18;;;;;;;;
2633,200;57,56;51,26;49,19;;;;;;;;
2633,250;57,56;51,26;49,19;;;;;;;;
2633,300;57,56;51,26;49,19;;;;;;;;
2633,350;57,56;51,26;49,18;;;;;;;;
2633,400;57,56;51,26;49,19;;;;;;;;
2633,450;57,56;51,26;49,18;;;;;;;;
2633,500;57,56;51,26;49,18;;;;;;;;
2633,550;57,56;51,26;49,19;;;;;;;;
2633,600;57,56;51,26;49,19;;;;;;;;
2633,650;57,56;51,26;49,19;;;;;;;;
2633,700;57,56;51,26;49,18;;;;;;;;
2633,750;57,56;51,26;49,18;;;;;;;;
2633,800;57,56;51,26;49,18;;;;;;;;
2633,850;57,56;51,26;49,18;;;;;;;;
2633,900;57,56;51,26;49,18;;;;;;;;
2633,950;57,56;51,26;49,18;;;;;;;;
2634,000;57,56;51,26;49,18;;;;;;;;
2634,050;57,56;51,26;49,18;;;;;;;;
2634,100;57,55;51,26;49,18;;;;;;;;
2634,150;57,56;51,26;49,18;;;;;;;;
2634,200;57,56;51,26;49,18;;;;;;;;
2634,250;57,56;51,26;49,18;;;;;;;;
2634,300;57,56;51,26;49,18;;;;;;;;
2634,350;57,56;51,25;49,18;;;;;;;;
2634,400;57,56;51,25;49,18;;;;;;;;
2634,450;57,56;51,25;49,18;;;;;;;;
2634,500;57,55;51,26;49,18;;;;;;;;
2634,550;57,56;51,25;49,18;;;;;;;;
2634,600;57,56;51,25;49,18;;;;;;;;
2634,650;57,55;51,25;49,18;;;;;;;;
2634,700;57,56;51,25;49,18;;;;;;;;
2634,750;57,56;51,25;49,17;;;;;;;;
2634,800;57,55;51,26;49,18;;;;;;;;
2634,850;57,55;51,25;49,18;;;;;;;;
2634,900;57,55;51,25;49,18;;;;;;;;
2634,950;57,55;51,25;49,18;;;;;;;;
2635,000;57,55;51,25;49,18;;;;;;;;
2635,050;57,55;51,25;49,18;;;;;;;;
2635,100;57,55;51,25;49,18;;;;;;;;
2635,150;57,55;51,25;49,18;;;;;;;;
2635,200;57,55;51,25;49,18;;;;;;;;
2635,250;57,55;51,25;49,17;;;;;;;;
2635,300;57,55;51,25;49,18;;;;;;;;
2635,350;57,55;51,25;49,17;;;;;;;;
2635,400;57,55;51,25;49,18;;;;;;;;
2635,450;57,55;51,25;49,17;;;;;;;;
2635,500;57,55;51,25;49,17;;;;;;;;
2635,550;57,55;51,25;49,17;;;;;;;;
2635,600;57,55;51,25;49,17;;;;;;;;
2635,650;57,56;51,25;49,18;;;;;;;;
2635,700;57,55;51,25;49,17;;;;;;;;
2635,750;57,55;51,25;49,17;;;;;;;;
2635,800;57,55;51,25;49,17;;;;;;;;
2635,850;57,55;51,25;49,17;;;;;;;;
2635,900;57,55;51,25;49,17;;;;;;;;
2635,950;57,55;51,25;49,17;;;;;;;;
2636,000;57,55;51,25;49,17;;;;;;;;
2636,050;57,55;51,25;49,17;;;;;;;;
2636,100;57,55;51,25;49,17;;;;;;;;
2636,150;57,55;51,25;49,17;;;;;;;;
2636,200;57,55;51,25;49,17;;;;;;;;
2636,250;57,55;51,24;49,17;;;;;;;;
2636,300;57,55;51,25;49,17;;;;;;;;
2636,350;57,55;51,24;49,17;;;;;;;;
2636,400;57,55;51,25;49,17;;;;;;;;
2636,450;57,55;51,25;49,17;;;;;;;;
2636,500;57,55;51,24;49,17;;;;;;;;
2636,550;57,55;51,25;49,17;;;;;;;;
2636,600;57,55;51,25;49,17;;;;;;;;
2636,650;57,55;51,24;49,17;;;;;;;;
2636,700;57,55;51,24;49,17;;;;;;;;
2636,750;57,55;51,24;49,17;;;;;;;;
2636,800;57,55;51,24;49,17;;;;;;;;
2636,850;57,55;51,24;49,17;;;;;;;;
2636,900;57,55;51,24;49,17;;;;;;;;
2636,950;57,55;51,24;49,17;;;;;;;;
2637,000;57,55;51,24;49,17;;;;;;;;
2637,050;57,55;51,24;49,16;;;;;;;;
2637,100;57,55;51,24;49,16;;;;;;;;
2637,150;57,55;51,24;49,16;;;;;;;;
2637,200;57,55;51,24;49,16;;;;;;;;
2637,250;57,55;51,24;49,17;;;;;;;;
2637,300;57,55;51,24;49,16;;;;;;;;
2637,350;57,54;51,24;49,17;;;;;;;;
2637,400;57,55;51,24;49,16;;;;;;;;
2637,450;57,54;51,24;49,16;;;;;;;;
2637,500;57,55;51,24;49,16;;;;;;;;
2637,550;57,55;51,24;49,17;;;;;;;;
2637,600;57,54;51,24;49,16;;;;;;;;
2637,650;57,54;51,23;49,16;;;;;;;;
2637,700;57,55;51,23;49,16;;;;;;;;
2637,750;57,54;51,24;49,16;;;;;;;;
2637,800;57,55;51,24;49,16;;;;;;;;
2637,850;57,54;51,24;49,16;;;;;;;;
2637,900;57,54;51,24;49,16;;;;;;;;
2637,950;57,54;51,24;49,16;;;;;;;;
2638,000;57,54;51,23;49,16;;;;;;;;
2638,050;57,54;51,24;49,16;;;;;;;;
2638,100;57,54;51,24;49,16;;;;;;;;
2638,150;57,54;51,23;49,16;;;;;;;;
2638,200;57,54;51,23;49,16;;;;;;;;
2638,250;57,54;51,24;49,16;;;;;;;;
2638,300;57,54;51,23;49,16;;;;;;;;
2638,350;57,54;51,23;49,16;;;;;;;;
2638,400;57,54;51,23;49,16;;;;;;;;
2638,450;57,54;51,23;49,16;;;;;;;;
2638,500;57,54;51,23;49,16;;;;;;;;
2638,550;57,54;51,23;49,16;;;;;;;;
2638,600;57,54;51,23;49,16;;;;;;;;
2638,650;57,54;51,23;49,15;;;;;;;;
2638,700;57,54;51,23;49,16;;;;;;;;
2638,750;57,54;51,23;49,16;;;;;;;;
2638,800;57,54;51,23;49,16;;;;;;;;
2638,850;57,54;51,23;49,16;;;;;;;;
2638,900;57,54;51,23;49,16;;;;;;;;
2638,950;57,54;51,23;49,16;;;;;;;;
2639,000;57,54;51,23;49,15;;;;;;;;
2639,050;57,54;51,23;49,16;;;;;;;;
2639,100;57,54;51,23;49,15;;;;;;;;
2639,150;57,53;51,23;49,16;;;;;;;;
2639,200;57,54;51,23;49,15;;;;;;;;
2639,250;57,54;51,23;49,16;;;;;;;;
2639,300;57,54;51,23;49,15;;;;;;;;
2639,350;57,54;51,22;49,15;;;;;;;;
2639,400;57,54;51,23;49,15;;;;;;;;
2639,450;57,54;51,23;49,15;;;;;;;;
2639,500;57,54;51,23;49,15;;;;;;;;
2639,550;57,54;51,23;49,15;;;;;;;;
2639,600;57,54;51,22;49,15;;;;;;;;
2639,650;57,53;51,23;49,15;;;;;;;;
2639,700;57,53;51,22;49,15;;;;;;;;
2639,750;57,54;51,22;49,15;;;;;;;;
2639,800;57,53;51,22;49,15;;;;;;;;
2639,850;57,54;51,22;49,15;;;;;;;;
2639,900;57,53;51,22;49,15;;;;;;;;
2639,950;57,53;51,22;49,15;;;;;;;;
2640,000;57,53;51,22;49,15;;;;;;;;
2640,050;57,53;51,22;49,15;;;;;;;;
2640,100;57,53;51,22;49,15;;;;;;;;
2640,150;57,53;51,22;49,15;;;;;;;;
2640,200;57,53;51,22;49,15;;;;;;;;
2640,250;57,53;51,22;49,15;;;;;;;;
2640,300;57,53;51,22;49,15;;;;;;;;
2640,350;57,53;51,22;49,15;;;;;;;;
2640,400;57,53;51,22;49,15;;;;;;;;
2640,450;57,53;51,22;49,14;;;;;;;;
2640,500;57,53;51,22;49,15;;;;;;;;
2640,550;57,53;51,22;49,14;;;;;;;;
2640,600;57,53;51,22;49,15;;;;;;;;
2640,650;57,53;51,22;49,15;;;;;;;;
2640,700;57,53;51,22;49,15;;;;;;;;
2640,750;57,53;51,22;49,14;;;;;;;;
2640,800;57,53;51,22;49,14;;;;;;;;
2640,850;57,53;51,22;49,15;;;;;;;;
2640,900;57,53;51,22;49,14;;;;;;;;
2640,950;57,53;51,22;49,15;;;;;;;;
2641,000;57,53;51,22;49,14;;;;;;;;
2641,050;57,53;51,22;49,14;;;;;;;;
2641,100;57,53;51,22;49,14;;;;;;;;
2641,150;57,53;51,21;49,14;;;;;;;;
2641,200;57,53;51,21;49,14;;;;;;;;
2641,250;57,53;51,21;49,14;;;;;;;;
2641,300;57,53;51,22;49,14;;;;;;;;
2641,350;57,52;51,22;49,14;;;;;;;;
2641,400;57,53;51,21;49,14;;;;;;;;
2641,450;57,53;51,21;49,14;;;;;;;;
2641,500;57,53;51,21;49,14;;;;;;;;
2641,550;57,53;51,21;49,14;;;;;;;;
2641,600;57,53;51,21;49,14;;;;;;;;
2641,650;57,53;51,21;49,14;;;;;;;;
2641,700;57,53;51,21;49,14;;;;;;;;
2641,750;57,53;51,21;49,14;;;;;;;;
2641,800;57,53;51,20;49,13;;;;;;;;
2641,850;57,53;51,20;49,14;;;;;;;;
2641,900;57,53;51,20;49,14;;;;;;;;
2641,950;57,53;51,20;49,14;;;;;;;;
2642,000;57,52;51,19;49,14;;;;;;;;
2642,050;57,53;51,19;49,14;;;;;;;;
2642,100;57,52;51,19;49,14;;;;;;;;
2642,150;57,52;51,19;49,14;;;;;;;;
2642,200;57,52;51,18;49,14;;;;;;;;
2642,250;57,52;51,18;49,13;;;;;;;;
2642,300;57,52;51,17;49,14;;;;;;;;
2642,350;57,52;51,17;49,14;;;;;;;;
2642,400;57,52;51,18;49,13;;;;;;;;
2642,450;57,52;51,16;49,14;;;;;;;;
2642,500;57,52;51,17;49,14;;;;;;;;
2642,550;57,52;51,16;49,14;;;;;;;;
2642,600;57,52;51,16;49,13;;;;;;;;
2642,650;57,52;51,16;49,13;;;;;;;;
2642,700;57,52;51,16;49,13;;;;;;;;
2642,750;57,52;51,16;49,13;;;;;;;;
2642,800;57,52;51,15;49,13;;;;;;;;
2642,850;57,52;51,15;49,13;;;;;;;;
2642,900;57,52;51,15;49,13;;;;;;;;
2642,950;57,52;51,15;49,13;;;;;;;;
2643,000;57,52;51,14;49,13;;;;;;;;
2643,050;57,52;51,14;49,13;;;;;;;;
2643,100;57,52;51,14;49,13;;;;;;;;
2643,150;57,52;51,14;49,13;;;;;;;;
2643,200;57,51;51,14;49,13;;;;;;;;
2643,250;57,52;51,14;49,13;;;;;;;;
2643,300;57,52;51,14;49,13;;;;;;;;
2643,350;57,52;51,13;49,13;;;;;;;;
2643,400;57,52;51,14;49,13;;;;;;;;
2643,450;57,51;51,13;49,13;;;;;;;;
2643,500;57,52;51,13;49,13;;;;;;;;
2643,550;57,51;51,13;49,13;;;;;;;;
2643,600;57,52;51,12;49,13;;;;;;;;
2643,650;57,51;51,12;49,13;;;;;;;;
2643,700;57,51;51,12;49,13;;;;;;;;
2643,750;57,52;51,12;49,13;;;;;;;;
2643,800;57,51;51,12;49,13;;;;;;;;
2643,850;57,51;51,12;49,13;;;;;;;;
2643,900;57,51;51,12;49,13;;;;;;;;
2643,950;57,51;51,11;49,13;;;;;;;;
2644,000;57,51;51,12;49,13;;;;;;;;
2644,050;57,51;51,11;49,12;;;;;;;;
2644,100;57,51;51,11;49,12;;;;;;;;
2644,150;57,51;51,11;49,13;;;;;;;;
2644,200;57,51;51,11;49,13;;;;;;;;
2644,250;57,51;51,11;49,13;;;;;;;;
2644,300;57,51;51,11;49,12;;;;;;;;
2644,350;57,51;51,11;49,12;;;;;;;;
2644,400;57,51;51,11;49,12;;;;;;;;
2644,450;57,51;51,11;49,12;;;;;;;;
2644,500;57,51;51,11;49,12;;;;;;;;
2644,550;57,51;51,10;49,12;;;;;;;;
2644,600;57,51;51,10;49,13;;;;;;;;
2644,650;57,51;51,10;49,12;;;;;;;;
2644,700;57,51;51,10;49,12;;;;;;;;
2644,750;57,51;51,10;49,12;;;;;;;;
2644,800;57,51;51,10;49,12;;;;;;;;
2644,850;57,51;51,10;49,12;;;;;;;;
2644,900;57,51;51,10;49,12;;;;;;;;
2644,950;57,51;51,10;49,12;;;;;;;;
2645,000;57,51;51,10;49,12;;;;;;;;
2645,050;57,51;51,10;49,12;;;;;;;;
2645,100;57,51;51,10;49,12;;;;;;;;
2645,150;57,51;51,10;49,12;;;;;;;;
2645,200;57,51;51,10;49,12;;;;;;;;
2645,250;57,51;51,10;49,12;;;;;;;;
2645,300;57,51;51,10;49,12;;;;;;;;
2645,350;57,50;51,10;49,12;;;;;;;;
2645,400;57,51;51,10;49,12;;;;;;;;
2645,450;57,50;51,10;49,12;;;;;;;;
2645,500;57,51;51,10;49,12;;;;;;;;
2645,550;57,50;51,10;49,12;;;;;;;;
2645,600;57,51;51,09;49,12;;;;;;;;
2645,650;57,51;51,10;49,12;;;;;;;;
2645,700;57,50;51,10;49,11;;;;;;;;
2645,750;57,51;51,10;49,12;;;;;;;;
2645,800;57,50;51,10;49,12;;;;;;;;
2645,850;57,50;51,10;49,11;;;;;;;;
2645,900;57,50;51,10;49,11;;;;;;;;
2645,950;57,50;51,10;49,11;;;;;;;;
2646,000;57,50;51,10;49,11;;;;;;;;
2646,050;57,50;51,10;49,11;;;;;;;;
2646,100;57,50;51,10;49,12;;;;;;;;
2646,150;57,50;51,09;49,11;;;;;;;;
2646,200;57,50;51,10;49,11;;;;;;;;
2646,250;57,50;51,10;49,11;;;;;;;;
2646,300;57,50;51,10;49,11;;;;;;;;
2646,350;57,50;51,10;49,11;;;;;;;;
2646,400;57,50;51,10;49,11;;;;;;;;
2646,450;57,50;51,10;49,11;;;;;;;;
2646,500;57,50;51,10;49,11;;;;;;;;
2646,550;57,50;51,10;49,11;;;;;;;;
2646,600;57,50;51,10;49,11;;;;;;;;
2646,650;57,50;51,10;49,11;;;;;;;;
2646,700;57,50;51,10;49,11;;;;;;;;
2646,750;57,50;51,10;49,11;;;;;;;;
2646,800;57,50;51,10;49,11;;;;;;;;
2646,850;57,50;51,10;49,11;;;;;;;;
2646,900;57,50;51,10;49,11;;;;;;;;
2646,950;57,50;51,10;49,11;;;;;;;;
2647,000;57,49;51,10;49,11;;;;;;;;
2647,050;57,50;51,10;49,11;;;;;;;;
2647,100;57,49;51,10;49,11;;;;;;;;
2647,150;57,50;51,10;49,11;;;;;;;;
2647,200;57,50;51,11;49,11;;;;;;;;
2647,250;57,50;51,11;49,11;;;;;;;;
2647,300;57,50;51,10;49,11;;;;;;;;
2647,350;57,49;51,10;49,11;;;;;;;;
2647,400;57,50;51,10;49,11;;;;;;;;
2647,450;57,49;51,11;49,11;;;;;;;;
2647,500;57,49;51,11;49,10;;;;;;;;
2647,550;57,49;51,10;49,10;;;;;;;;
2647,600;57,49;51,11;49,10;;;;;;;;
2647,650;57,49;51,11;49,10;;;;;;;;
2647,700;57,49;51,11;49,11;;;;;;;;
2647,750;57,49;51,11;49,10;;;;;;;;
2647,800;57,49;51,11;49,11;;;;;;;;
2647,850;57,49;51,11;49,11;;;;;;;;
2647,900;57,49;51,11;49,11;;;;;;;;
2647,950;57,49;51,11;49,10;;;;;;;;
2648,000;57,49;51,11;49,10;;;;;;;;
2648,050;57,49;51,11;49,10;;;;;;;;
2648,100;57,49;51,11;49,10;;;;;;;;
2648,150;57,49;51,11;49,10;;;;;;;;
2648,200;57,49;51,11;49,10;;;;;;;;
2648,250;57,49;51,11;49,11;;;;;;;;
2648,300;57,49;51,11;49,10;;;;;;;;
2648,350;57,49;51,11;49,10;;;;;;;;
2648,400;57,49;51,11;49,10;;;;;;;;
2648,450;57,49;51,12;49,10;;;;;;;;
2648,500;57,49;51,12;49,10;;;;;;;;
2648,550;57,49;51,12;49,10;;;;;;;;
2648,600;57,49;51,12;49,10;;;;;;;;
2648,650;57,49;51,11;49,10;;;;;;;;
2648,700;57,49;51,12;49,10;;;;;;;;
2648,750;57,49;51,12;49,10;;;;;;;;
2648,800;57,49;51,12;49,10;;;;;;;;
2648,850;57,48;51,12;49,10;;;;;;;;
2648,900;57,49;51,12;49,10;;;;;;;;
2648,950;57,49;51,12;49,10;;;;;;;;
2649,000;57,48;51,12;49,10;;;;;;;;
2649,050;57,49;51,12;49,10;;;;;;;;
2649,100;57,48;51,12;49,10;;;;;;;;
2649,150;57,49;51,12;49,10;;;;;;;;
2649,200;57,49;51,12;49,10;;;;;;;;
2649,250;57,48;51,12;49,10;;;;;;;;
2649,300;57,49;51,12;49,10;;;;;;;;
2649,350;57,48;51,12;49,10;;;;;;;;
2649,400;57,49;51,12;49,09;;;;;;;;
2649,450;57,48;51,12;49,10;;;;;;;;
2649,500;57,48;51,13;49,10;;;;;;;;
2649,550;57,48;51,12;49,10;;;;;;;;
2649,600;57,48;51,13;49,10;;;;;;;;
2649,650;57,48;51,12;49,09;;;;;;;;
2649,700;57,48;51,12;49,09;;;;;;;;
2649,750;57,48;51,12;49,10;;;;;;;;
2649,800;57,48;51,13;49,10;;;;;;;;
2649,850;57,48;51,13;49,09;;;;;;;;
2649,900;57,48;51,12;49,09;;;;;;;;
2649,950;57,48;51,13;49,09;;;;;;;;
2650,000;57,48;51,13;49,09;;;;;;;;
2650,050;57,48;51,13;49,09;;;;;;;;
2650,100;57,48;51,13;49,09;;;;;;;;
2650,150;57,48;51,13;49,09;;;;;;;;
2650,200;57,48;51,13;49,09;;;;;;;;
2650,250;57,48;51,13;49,09;;;;;;;;
2650,300;57,48;51,13;49,09;;;;;;;;
2650,350;57,48;51,13;49,09;;;;;;;;
2650,400;57,48;51,13;49,09;;;;;;;;
2650,450;57,48;51,13;49,09;;;;;;;;
2650,500;57,48;51,13;49,09;;;;;;;;
2650,550;57,48;51,13;49,09;;;;;;;;
2650,600;57,48;51,13;49,09;;;;;;;;
2650,650;57,48;51,13;49,09;;;;;;;;
2650,700;57,48;51,13;49,09;;;;;;;;
2650,750;57,48;51,13;49,09;;;;;;;;
2650,800;57,47;51,13;49,09;;;;;;;;
2650,850;57,48;51,13;49,09;;;;;;;;
2650,900;57,48;51,13;49,09;;;;;;;;
2650,950;57,48;51,13;49,09;;;;;;;;
2651,000;57,48;51,13;49,09;;;;;;;;
2651,050;57,48;51,13;49,09;;;;;;;;
2651,100;57,47;51,13;49,09;;;;;;;;
2651,150;57,47;51,13;49,09;;;;;;;;
2651,200;57,47;51,13;49,09;;;;;;;;
2651,250;57,48;51,13;49,09;;;;;;;;
2651,300;57,47;51,13;49,09;;;;;;;;
2651,350;57,48;51,13;49,09;;;;;;;;
2651,400;57,48;51,13;49,09;;;;;;;;
2651,450;57,47;51,14;49,09;;;;;;;;
2651,500;57,48;51,14;49,08;;;;;;;;
2651,550;57,48;51,13;49,08;;;;;;;;
2651,600;57,47;51,13;49,08;;;;;;;;
2651,650;57,47;51,13;49,09;;;;;;;;
2651,700;57,48;51,13;49,08;;;;;;;;
2651,750;57,48;51,13;49,08;;;;;;;;
2651,800;57,47;51,13;49,08;;;;;;;;
2651,850;57,47;51,13;49,08;;;;;;;;
2651,900;57,47;51,14;49,08;;;;;;;;
2651,950;57,47;51,14;49,08;;;;;;;;
2652,000;57,47;51,13;49,08;;;;;;;;
2652,050;57,47;51,14;49,08;;;;;;;;
2652,100;57,48;51,13;49,08;;;;;;;;
2652,150;57,47;51,13;49,08;;;;;;;;
2652,200;57,47;51,13;49,08;;;;;;;;
2652,250;57,47;51,13;49,08;;;;;;;;
2652,300;57,47;51,13;49,08;;;;;;;;
2652,350;57,47;51,13;49,08;;;;;;;;
2652,400;57,47;51,13;49,08;;;;;;;;
2652,450;57,47;51,13;49,08;;;;;;;;
2652,500;57,47;51,13;49,08;;;;;;;;
2652,550;57,47;51,13;49,08;;;;;;;;
2652,600;57,47;51,13;49,08;;;;;;;;
2652,650;57,47;51,13;49,08;;;;;;;;
2652,700;57,47;51,13;49,08;;;;;;;;
2652,750;57,47;51,13;49,08;;;;;;;;
2652,800;57,47;51,13;49,08;;;;;;;;
2652,850;57,47;51,13;49,08;;;;;;;;
2652,900;57,47;51,13;49,08;;;;;;;;
2652,950;57,47;51,13;49,08;;;;;;;;
2653,000;57,47;51,13;49,08;;;;;;;;
2653,050;57,47;51,13;49,08;;;;;;;;
2653,100;57,47;51,13;49,07;;;;;;;;
2653,150;57,47;51,13;49,08;;;;;;;;
2653,200;57,46;51,13;49,08;;;;;;;;
2653,250;57,47;51,13;49,08;;;;;;;;
2653,300;57,47;51,13;49,08;;;;;;;;
2653,350;57,47;51,13;49,08;;;;;;;;
2653,400;57,47;51,13;49,08;;;;;;;;
2653,450;57,46;51,13;49,08;;;;;;;;
2653,500;57,47;51,13;49,07;;;;;;;;
2653,550;57,46;51,13;49,07;;;;;;;;
2653,600;57,47;51,13;49,08;;;;;;;;
2653,650;57,47;51,13;49,08;;;;;;;;
2653,700;57,46;51,13;49,07;;;;;;;;
2653,750;57,46;51,13;49,08;;;;;;;;
